SpendingID,StudentID,CategoryID,Month,Year,Amount
288,469,2,May,2023,615
289,786,5,August,2021,442
290,2658,2,November,2021,214
291,2890,2,September,2022,695
292,2131,3,June,2021,707
293,3971,1,November,2022,612
294,4556,1,February,2020,693
295,1370,1,October,2020,351
296,5249,3,July,2020,783
297,1634,3,April,2023,214
298,1095,3,December,2022,368
299,5291,2,August,2022,835
300,361,1,August,2022,393
301,3275,3,June,2022,428
302,1805,3,November,2022,486
303,854,5,September,2020,435
304,2139,1,April,2021,719
305,529,5,March,2020,207
306,1280,1,April,2022,522
307,2174,5,June,2020,479
308,4,1,June,2023,591
309,331,1,October,2023,559
310,5309,4,February,2023,290
311,2005,2,August,2020,471
312,120,4,June,2022,117
313,3874,4,November,2020,952
314,1494,1,October,2021,472
315,4369,4,June,2020,485
316,4185,3,June,2023,638
317,222,1,November,2020,442
318,5067,4,October,2021,610
319,4579,1,January,2020,122
320,4702,5,December,2020,790
321,1209,5,September,2023,957
322,4737,5,October,2020,913
323,3361,3,August,2023,190
324,2969,3,December,2021,310
325,1042,1,February,2022,862
326,106,4,August,2021,685
327,873,3,October,2023,116
328,1795,1,March,2022,188
329,1722,2,November,2021,196
330,4185,3,April,2023,427
331,433,1,December,2023,282
332,5319,1,March,2020,975
333,441,5,February,2023,720
334,1207,4,July,2022,936
335,4642,2,June,2023,400
336,1173,4,October,2020,301
337,904,5,March,2021,624
338,3997,4,July,2020,403
339,1019,3,June,2021,774
340,3065,4,February,2023,457
341,3721,2,October,2022,576
342,1733,3,July,2023,167
343,2823,5,March,2023,883
344,3484,2,January,2021,306
345,328,2,April,2020,260
346,3382,2,December,2020,670
347,2639,3,August,2020,225
348,3236,2,December,2020,314
349,3343,5,October,2021,727
350,4186,4,September,2021,549
351,1858,4,September,2021,762
352,5451,3,April,2021,939
353,3685,2,July,2020,250
354,4515,1,February,2020,943
355,41,1,May,2023,679
356,2964,2,October,2023,851
357,818,4,May,2021,249
358,35,4,September,2023,210
359,338,4,June,2020,206
360,5358,2,June,2023,124
361,3991,3,April,2021,195
362,2560,2,April,2022,194
363,2449,2,March,2021,976
364,3587,4,December,2020,698
365,5073,1,February,2021,638
366,3992,4,June,2022,456
367,4339,5,October,2021,940
368,230,3,September,2022,204
369,5282,5,February,2022,212
370,1070,2,April,2022,407
371,1197,3,August,2020,369
372,1678,3,July,2021,314
373,4671,1,June,2022,840
374,3409,2,December,2021,267
375,1427,3,January,2021,394
376,4678,1,November,2023,672
377,2191,5,December,2020,470
378,1205,2,January,2021,727
379,4694,4,March,2023,226
380,626,5,October,2020,488
381,771,3,May,2023,402
382,2882,4,March,2023,947
383,205,2,January,2023,614
384,3355,3,March,2021,148
385,5172,3,July,2020,483
386,4904,2,December,2023,150
387,5443,3,September,2021,630
388,4348,2,March,2020,802
389,4504,4,December,2020,313
390,4075,3,October,2021,264
391,566,2,April,2020,162
392,3043,4,December,2020,239
393,973,1,August,2020,534
394,1248,1,December,2023,918
395,5258,5,February,2023,767
396,4329,5,November,2023,182
397,3232,3,April,2023,763
398,4523,2,March,2023,572
399,2534,3,November,2023,709
400,3468,5,March,2020,138
401,1118,2,December,2022,592
402,4305,4,November,2022,933
403,1505,3,February,2023,374
404,928,4,November,2021,930
405,3258,3,March,2020,813
406,2267,1,June,2023,924
407,535,1,January,2022,220
408,1439,3,August,2020,424
409,3563,3,January,2023,696
410,2983,1,June,2020,339
411,555,5,December,2020,459
412,4204,5,June,2022,516
413,22,2,June,2022,720
414,3123,4,December,2023,281
415,4756,4,November,2020,335
416,775,2,March,2023,988
417,3272,5,February,2023,395
418,3776,4,July,2020,931
419,5218,4,December,2022,628
420,394,2,September,2020,463
421,2725,5,May,2020,496
422,1015,1,May,2021,283
423,1199,5,December,2022,659
424,4933,4,September,2023,735
425,2654,1,October,2022,117
426,4048,4,February,2023,342
427,600,5,August,2021,701
428,3856,4,December,2020,943
429,4639,3,November,2020,880
430,3832,3,October,2021,841
431,394,5,July,2023,974
432,3401,1,September,2020,348
433,716,2,August,2022,743
434,624,2,December,2021,470
435,118,1,April,2021,733
436,5054,5,September,2023,411
437,899,5,February,2020,290
438,5067,2,September,2020,501
439,1691,4,March,2023,826
440,4236,2,November,2020,312
441,3521,4,May,2022,578
442,4879,5,March,2022,342
443,297,5,August,2021,462
444,1501,3,June,2023,780
445,2403,4,March,2022,364
446,2562,5,March,2023,596
447,2691,4,May,2020,217
448,662,4,January,2020,448
449,5179,5,October,2023,920
450,3982,5,April,2023,998
451,5063,2,July,2022,898
452,4794,3,September,2022,964
453,2257,1,March,2021,494
454,1680,2,August,2021,663
455,3131,5,June,2023,623
456,1836,5,November,2022,120
457,3178,2,June,2021,142
458,4421,5,October,2023,912
459,3992,5,May,2021,114
460,894,5,February,2023,358
461,3839,3,October,2020,854
462,744,2,September,2021,137
463,404,1,May,2023,550
464,2466,5,December,2022,512
465,29,4,June,2022,813
466,1240,2,May,2022,570
467,1033,1,May,2020,451
468,157,1,February,2020,749
469,79,5,November,2023,786
470,1023,3,January,2022,427
471,2209,2,January,2021,825
472,157,5,July,2023,132
473,3541,3,June,2022,249
474,3386,5,May,2023,920
475,140,1,April,2021,545
476,334,5,January,2023,894
477,4245,4,November,2023,813
478,4537,5,February,2021,785
479,2134,2,February,2020,268
480,2788,1,August,2021,508
481,1333,3,May,2022,359
482,2413,1,November,2020,276
483,4395,1,January,2022,704
484,2213,3,March,2021,761
485,3572,4,November,2023,144
486,2966,4,December,2021,172
487,4239,5,October,2020,916
488,2323,3,October,2023,294
489,4489,2,December,2022,765
490,1128,3,August,2021,382
491,281,1,July,2023,194
492,1530,2,January,2021,771
493,5232,3,September,2023,826
494,1783,3,December,2023,293
495,3742,1,April,2021,926
496,2273,3,March,2021,138
497,1917,1,April,2020,183
498,3678,2,July,2022,156
499,1295,4,August,2023,656
500,1270,5,April,2023,122
501,3218,2,July,2020,648
502,4311,4,February,2021,176
503,355,4,November,2022,493
504,4765,3,July,2023,295
505,34,4,February,2022,824
506,4659,3,November,2023,259
507,2960,3,May,2022,167
508,480,4,November,2023,262
509,1457,3,June,2021,337
510,1285,5,April,2020,230
511,3609,4,December,2020,261
512,4315,4,April,2021,610
513,3565,1,March,2023,114
514,483,5,October,2022,701
515,1560,1,June,2021,935
516,4241,2,September,2020,662
517,960,1,May,2020,652
518,1659,5,July,2023,891
519,3216,3,May,2023,293
520,1446,1,October,2023,348
521,2318,3,September,2021,664
522,1005,5,May,2023,966
523,1376,4,July,2020,565
524,4548,2,November,2020,530
525,2298,2,December,2022,437
526,4347,1,April,2023,813
527,4385,2,September,2023,213
528,305,4,October,2022,382
529,4008,3,September,2021,354
530,1761,4,August,2020,659
531,2750,3,September,2022,529
532,1490,2,October,2023,175
533,4555,4,July,2023,558
534,4613,5,June,2022,513
535,3940,4,June,2022,163
536,2149,4,February,2023,282
537,4050,3,January,2020,168
538,395,2,April,2023,202
539,4813,1,May,2021,504
540,2648,1,July,2023,739
541,5081,3,May,2023,808
542,704,4,February,2021,181
543,4048,2,June,2023,526
544,5097,1,June,2021,700
545,512,4,February,2020,884
546,1926,1,October,2020,498
547,181,3,August,2021,219
548,73,5,April,2020,238
549,874,3,November,2021,894
550,4441,5,February,2020,645
551,1693,4,October,2023,580
552,2871,2,November,2022,338
553,4709,1,May,2022,700
554,4683,1,February,2023,465
555,2037,4,September,2021,174
556,1460,5,November,2021,126
557,3571,2,April,2020,958
558,4567,5,February,2021,672
559,2215,1,May,2020,150
560,2318,1,September,2022,655
561,4977,4,May,2021,589
562,537,2,November,2020,403
563,2895,2,February,2022,299
564,1341,2,June,2020,343
565,1714,2,October,2020,199
566,5150,2,January,2020,662
567,3618,5,March,2021,677
568,2663,4,May,2023,766
569,466,1,September,2021,622
570,3359,5,December,2021,374
571,3917,2,June,2020,380
572,397,2,August,2023,868
573,5147,2,March,2022,518
574,4070,4,July,2021,220
575,2710,3,February,2022,399
576,3760,4,December,2021,313
577,2759,2,June,2020,607
578,912,2,July,2021,254
579,1509,5,January,2022,395
580,536,2,September,2022,105
581,913,3,July,2023,415
582,2732,5,December,2022,763
583,4765,5,January,2022,377
584,4866,4,February,2023,664
585,3633,5,May,2022,813
586,2095,1,November,2022,963
587,846,1,February,2020,516
588,2488,1,October,2023,606
589,466,5,October,2020,706
590,173,3,August,2020,716
591,2548,5,November,2020,765
592,674,1,May,2021,875
593,2223,2,August,2021,262
594,25,3,July,2020,504
595,1926,2,December,2021,803
596,4910,5,September,2020,856
597,413,5,September,2022,496
598,4000,2,December,2022,573
599,2224,3,May,2021,792
600,3251,2,July,2023,878
601,4397,1,September,2022,767
602,1424,2,July,2023,675
603,3754,2,October,2020,881
604,4466,4,July,2022,907
605,5251,4,July,2022,520
606,4255,2,February,2023,221
607,826,1,August,2021,668
608,2821,5,June,2022,746
609,2447,3,June,2022,318
610,623,4,June,2022,828
611,5477,4,March,2021,612
612,4872,5,January,2023,481
613,4651,4,February,2023,728
614,2674,2,September,2021,364
615,5000,3,February,2023,192
616,4865,2,January,2023,232
617,4837,4,February,2023,131
618,1900,4,January,2023,190
619,1607,1,May,2020,124
620,1853,2,July,2021,380
621,4507,2,December,2023,359
622,840,2,October,2021,807
623,5261,5,January,2023,888
624,3118,1,April,2023,154
625,1823,5,July,2021,771
626,1457,4,September,2023,229
627,2719,2,October,2020,349
628,1537,5,September,2020,791
629,4947,2,December,2021,857
630,5169,1,May,2023,573
631,4073,4,December,2020,235
632,763,5,July,2020,887
633,1448,3,January,2020,901
634,337,4,December,2022,697
635,3218,3,June,2022,431
636,2194,1,July,2023,871
637,5413,2,November,2021,106
638,1777,2,September,2020,893
639,1387,4,September,2023,648
640,4182,2,January,2020,202
641,4181,5,February,2021,498
642,2888,5,July,2023,516
643,3259,2,February,2023,479
644,2908,3,December,2020,154
645,5270,4,June,2020,949
646,4002,4,April,2023,978
647,51,3,November,2022,295
648,2841,4,January,2023,424
649,111,3,December,2021,945
650,2717,2,September,2021,759
651,2554,2,July,2020,899
652,5195,5,August,2021,483
653,1005,5,November,2021,364
654,538,5,February,2021,324
655,866,2,April,2020,975
656,4189,1,May,2020,956
657,2767,1,September,2022,112
658,2838,2,July,2020,894
659,3901,1,December,2020,149
660,714,1,September,2023,751
661,4187,3,June,2023,526
662,5202,1,August,2020,780
663,1829,2,May,2023,334
664,1097,5,March,2023,309
665,4259,3,November,2020,704
666,4092,4,July,2020,273
667,1366,5,August,2020,180
668,247,5,May,2020,964
669,724,1,November,2020,197
670,228,3,February,2020,282
671,899,5,May,2022,978
672,2979,1,April,2020,462
673,1500,1,June,2023,429
674,1680,2,April,2023,226
675,1579,1,July,2020,185
676,4784,3,May,2020,786
677,849,5,March,2022,580
678,4114,1,February,2021,220
679,2530,4,April,2021,521
680,3713,3,January,2022,359
681,2008,5,August,2023,113
682,1699,1,April,2023,731
683,2857,1,March,2021,132
684,2645,3,April,2022,409
685,627,5,January,2020,149
686,3291,1,May,2020,190
687,664,2,June,2022,132
688,3938,4,December,2022,288
689,915,5,December,2021,502
690,2611,5,August,2023,753
691,500,2,August,2020,790
692,2792,4,September,2023,346
693,1722,2,June,2022,644
694,4551,4,December,2023,982
695,1980,1,February,2022,798
696,4969,4,July,2022,101
697,4078,4,July,2020,202
698,252,4,October,2022,101
699,4987,2,June,2021,963
700,4858,4,December,2021,370
701,722,3,July,2023,995
702,3532,4,October,2023,613
703,2252,3,February,2021,362
704,1906,5,September,2022,109
705,50,1,May,2022,685
706,798,2,December,2022,212
707,3050,3,September,2020,199
708,1709,5,March,2020,779
709,1690,2,May,2023,294
710,3177,3,January,2023,328
711,2369,3,July,2021,496
712,3273,1,September,2023,680
713,1178,2,August,2022,738
714,4724,2,October,2022,375
715,5065,5,November,2022,615
716,4219,4,September,2022,256
717,2296,3,April,2021,950
718,1031,5,November,2020,751
719,3701,5,February,2020,517
720,994,3,October,2021,968
721,5286,4,December,2022,362
722,372,5,February,2020,927
723,1281,1,August,2021,380
724,5075,3,July,2020,817
725,5436,2,January,2022,867
726,2571,5,November,2021,957
727,833,1,May,2020,684
728,3485,2,November,2021,338
729,1245,2,December,2021,992
730,401,4,October,2022,776
731,550,2,September,2022,392
732,1419,4,January,2021,600
733,1347,5,April,2021,305
734,3704,1,January,2023,634
735,2454,3,March,2020,444
736,4721,3,April,2020,530
737,228,3,July,2023,696
738,1463,1,November,2023,232
739,4709,5,October,2021,797
740,762,5,October,2020,454
741,5201,4,November,2021,700
742,642,1,November,2020,993
743,4736,4,April,2022,861
744,1806,3,October,2022,421
745,1189,5,April,2022,409
746,1116,1,November,2020,828
747,4660,4,January,2021,180
748,5165,3,September,2020,609
749,1694,1,September,2020,139
750,5485,1,February,2021,834
751,2400,1,March,2020,689
752,4893,2,April,2020,458
753,4561,1,November,2020,599
754,3666,3,September,2023,759
755,3669,2,May,2023,630
756,2199,1,September,2021,348
757,1940,1,January,2022,371
758,4646,5,November,2023,311
759,1109,4,April,2023,337
760,1307,1,September,2020,664
761,1693,5,November,2020,461
762,4849,3,June,2021,619
763,2693,2,June,2020,991
764,2582,2,July,2021,831
765,959,3,August,2020,696
766,2680,3,December,2022,533
767,1280,3,March,2021,680
768,4413,5,October,2020,959
769,2806,4,May,2020,610
770,4266,1,July,2020,833
771,2509,5,December,2022,729
772,5176,5,September,2020,596
773,5176,4,May,2022,928
774,3461,5,September,2020,627
775,5420,5,February,2023,919
776,1942,2,October,2022,940
777,3591,3,May,2021,811
778,4590,1,September,2021,752
779,2867,5,April,2020,331
780,5229,1,December,2021,489
781,836,5,October,2020,207
782,567,1,May,2022,125
783,608,5,December,2021,365
784,1808,1,May,2020,701
785,1859,1,July,2022,204
786,2366,1,August,2021,859
787,223,3,November,2020,634
788,3237,1,November,2021,845
789,1868,3,September,2021,705
790,5147,4,October,2023,319
791,4976,3,November,2020,406
792,1174,2,November,2021,670
793,4366,4,July,2021,368
794,4369,4,August,2022,230
795,1317,4,October,2022,510
796,4852,2,December,2021,710
797,898,2,December,2021,272
798,4867,4,June,2020,518
799,4085,4,February,2020,298
800,2453,1,September,2023,867
801,4577,2,July,2023,955
802,1094,2,July,2022,756
803,2226,2,August,2021,721
804,1828,3,August,2020,254
805,1904,3,May,2023,922
806,3648,3,December,2020,166
807,2082,4,May,2020,130
808,4485,4,November,2023,357
809,1923,2,November,2023,255
810,5219,5,September,2022,165
811,856,3,July,2022,463
812,5284,5,September,2020,104
813,816,5,May,2020,197
814,4997,4,December,2021,666
815,3515,4,January,2021,728
816,1003,1,May,2021,242
817,620,3,July,2020,535
818,5002,1,January,2023,610
819,4944,2,April,2020,999
820,3967,1,May,2023,744
821,1089,1,May,2021,647
822,4332,2,November,2020,248
823,3772,2,January,2021,175
824,1308,2,July,2021,767
825,4823,1,October,2023,107
826,5426,5,August,2020,902
827,1888,1,September,2020,884
828,4446,5,October,2022,207
829,125,4,May,2021,102
830,2156,4,April,2022,344
831,4592,2,March,2020,269
832,3234,2,December,2021,363
833,3676,3,September,2021,759
834,1198,3,May,2023,975
835,1770,5,August,2023,380
836,3947,3,February,2022,327
837,5217,3,February,2022,459
838,4822,2,February,2021,796
839,1244,5,March,2021,840
840,4591,4,January,2020,469
841,3994,2,August,2023,974
842,399,4,January,2020,525
843,1597,3,January,2023,433
844,574,3,October,2022,401
845,325,4,February,2023,910
846,4836,3,January,2022,934
847,2160,5,October,2023,534
848,1916,3,September,2022,246
849,705,2,May,2020,239
850,5401,1,November,2021,245
851,2902,4,June,2020,261
852,5355,3,May,2023,611
853,4482,3,March,2022,878
854,1750,4,August,2023,709
855,5087,4,December,2021,487
856,3694,1,March,2023,137
857,1308,3,December,2020,814
858,1241,2,January,2021,716
859,2890,1,May,2021,323
860,4270,4,August,2023,140
861,3934,3,February,2020,913
862,2928,3,November,2021,335
863,4330,3,February,2020,489
864,2859,3,March,2022,611
865,4920,2,November,2022,635
866,1909,3,January,2023,570
867,3599,5,December,2023,708
868,4,2,June,2022,630
869,5231,1,June,2022,352
870,5109,1,January,2021,353
871,556,3,July,2021,476
872,5295,1,May,2022,377
873,1878,2,February,2022,595
874,3313,4,July,2021,523
875,5009,2,March,2021,373
876,1122,2,October,2021,872
877,4786,1,June,2022,254
878,1201,1,July,2023,149
879,3960,2,August,2020,378
880,2876,4,March,2021,827
881,3795,5,February,2023,654
882,5036,1,October,2020,881
883,1312,5,October,2020,952
884,2047,1,November,2020,740
885,5329,4,October,2020,211
886,1149,1,October,2020,511
887,2367,2,June,2020,363
888,2132,5,July,2020,950
889,5303,4,March,2021,980
890,2901,2,September,2020,347
891,3992,3,August,2022,603
892,2880,4,August,2023,427
893,2169,2,May,2023,102
894,256,2,April,2021,266
895,5084,1,April,2020,787
896,2401,2,February,2021,536
897,1479,3,January,2022,293
898,2917,2,July,2022,253
899,1532,5,October,2021,187
900,4099,4,August,2023,636
901,3175,3,April,2022,238
902,527,2,November,2021,624
903,886,4,March,2021,396
904,950,1,February,2020,545
905,311,4,December,2020,432
906,4623,5,January,2020,566
907,3933,2,August,2020,118
908,758,4,April,2022,797
909,4088,1,November,2020,874
910,1748,2,July,2023,594
911,2087,1,February,2023,720
912,3483,1,January,2020,179
913,3456,5,November,2023,675
914,2747,2,May,2022,491
915,2135,5,October,2020,463
916,4616,2,August,2021,321
917,749,5,April,2021,866
918,1851,1,June,2022,460
919,1248,3,September,2022,470
920,1584,5,April,2021,987
921,4328,3,August,2020,851
922,369,3,March,2022,875
923,246,2,May,2021,254
924,68,4,September,2023,447
925,2790,5,March,2020,509
926,2873,1,April,2023,672
927,4777,4,June,2022,353
928,2512,3,May,2022,214
929,2052,1,September,2020,403
930,2092,5,September,2020,196
931,5373,5,October,2021,885
932,4058,2,December,2023,302
933,4280,1,December,2020,738
934,2762,5,March,2022,783
935,98,1,July,2022,166
936,3405,4,May,2023,994
937,4728,1,July,2020,177
938,4765,1,January,2021,311
939,5091,4,May,2023,274
940,1963,5,April,2021,434
941,1222,3,October,2022,572
942,4621,1,November,2020,202
943,1498,3,March,2020,279
944,3131,2,December,2023,266
945,2680,1,November,2023,498
946,1902,3,October,2023,378
947,4240,4,July,2021,790
948,613,4,April,2023,537
949,1722,4,January,2021,183
950,1970,5,October,2023,519
951,3562,3,November,2022,534
952,5177,5,June,2023,552
953,1146,2,June,2022,946
954,4306,3,March,2022,458
955,3364,4,July,2023,132
956,280,1,October,2022,173
957,430,5,March,2023,867
958,4755,3,April,2020,969
959,2256,1,November,2020,196
960,5424,2,January,2022,982
961,81,3,June,2021,543
962,386,5,September,2023,860
963,2328,2,June,2022,314
964,2450,4,July,2022,770
965,2973,1,April,2022,765
966,5484,2,January,2021,787
967,1680,1,July,2021,394
968,3870,1,July,2022,225
969,3113,5,March,2020,653
970,2370,2,September,2023,349
971,3390,4,May,2022,275
972,3850,5,January,2020,987
973,4077,4,June,2021,491
974,2963,1,August,2023,698
975,3043,4,March,2020,980
976,3922,2,December,2023,116
977,1704,3,June,2023,341
978,5492,2,June,2020,751
979,2333,4,May,2021,539
980,3521,4,December,2021,314
981,4582,1,August,2021,485
982,1445,3,May,2022,494
983,4708,2,April,2021,205
984,3476,5,January,2020,170
985,3186,3,October,2020,640
986,4875,1,February,2023,716
987,2428,1,March,2023,182
988,5216,4,November,2020,583
989,1770,1,March,2022,805
990,1958,5,October,2020,619
991,3680,1,August,2022,679
992,3143,1,December,2022,865
993,4523,3,October,2021,721
994,4646,3,October,2020,229
995,3686,1,September,2022,977
996,4336,3,November,2022,478
997,3686,3,September,2020,448
998,3846,3,February,2022,416
999,2243,4,January,2022,583
1000,1810,3,December,2021,831
1001,1553,4,December,2021,539
1002,5217,5,October,2021,316
1003,1122,1,August,2023,949
1004,764,3,June,2022,503
1005,556,2,July,2020,412
1006,2075,5,March,2020,651
1007,4056,3,July,2023,760
1008,5442,3,November,2020,983
1009,1628,4,August,2023,723
