StudentID,Age,Gender,YearInSchool,Major
92,22,Male,Senior,Engineering
93,21,Other,Freshman,Business
94,22,Male,Senior,Business
95,22,Female,Junior,Science
96,22,Other,Junior,Science
97,18,Other,Senior,Engineering
98,24,Male,Sophomore,Business
99,22,Male,Senior,Science
100,21,Other,Junior,Science
101,20,Other,Freshman,Science
102,23,Other,Freshman,Arts
103,23,Male,Sophomore,Engineering
104,23,Female,Junior,Engineering
105,18,Other,Senior,Business
106,19,Male,Senior,Business
107,23,Other,Senior,Arts
108,19,Male,Junior,Engineering
109,21,Male,Senior,Arts
110,18,Male,Junior,Science
111,23,Male,Freshman,Arts
112,24,Other,Junior,Engineering
113,18,Female,Freshman,Arts
114,19,Other,Junior,Science
115,20,Other,Senior,Engineering
116,22,Female,Junior,Business
117,20,Male,Senior,Engineering
118,18,Female,Senior,Science
119,23,Other,Freshman,Business
120,21,Male,Senior,Science
121,20,Other,Senior,Business
122,20,Male,Senior,Business
123,23,Other,Freshman,Arts
124,18,Male,Junior,Arts
125,23,Other,Senior,Business
126,19,Male,Senior,Science
127,18,Female,Junior,Science
128,20,Other,Sophomore,Science
129,20,Female,Sophomore,Arts
130,21,Male,Senior,Arts
131,20,Male,Junior,Engineering
132,21,Female,Sophomore,Engineering
133,20,Male,Junior,Business
134,19,Male,Freshman,Engineering
135,20,Male,Junior,Science
136,24,Female,Sophomore,Business
137,21,Other,Sophomore,Arts
138,24,Other,Junior,Arts
139,21,Other,Sophomore,Business
140,21,Male,Junior,Arts
141,20,Male,Sophomore,Science
142,24,Female,Senior,Engineering
143,21,Female,Senior,Science
144,22,Female,Senior,Engineering
145,19,Female,Freshman,Business
146,20,Male,Freshman,Science
147,21,Female,Senior,Science
148,24,Female,Freshman,Engineering
149,19,Female,Senior,Engineering
150,20,Other,Freshman,Arts
151,19,Male,Senior,Science
152,22,Female,Freshman,Science
153,20,Male,Junior,Science
154,24,Female,Senior,Science
155,21,Other,Junior,Business
156,18,Other,Senior,Business
157,21,Male,Junior,Arts
158,20,Female,Sophomore,Business
159,21,Other,Junior,Arts
160,18,Female,Junior,Science
161,18,Female,Sophomore,Business
162,24,Other,Freshman,Business
163,18,Other,Freshman,Business
164,24,Other,Senior,Science
165,21,Male,Sophomore,Science
166,24,Male,Junior,Arts
167,20,Male,Senior,Arts
168,21,Male,Sophomore,Arts
169,18,Other,Sophomore,Engineering
170,22,Other,Sophomore,Business
171,18,Other,Freshman,Science
172,23,Female,Sophomore,Engineering
173,24,Other,Senior,Engineering
174,18,Other,Senior,Business
175,23,Other,Junior,Arts
176,20,Other,Freshman,Science
177,21,Other,Senior,Science
178,24,Male,Freshman,Business
179,20,Male,Junior,Engineering
180,21,Other,Freshman,Arts
181,23,Female,Senior,Science
182,18,Female,Junior,Science
183,18,Female,Senior,Business
184,18,Female,Junior,Business
185,21,Other,Sophomore,Science
186,18,Female,Senior,Business
187,20,Male,Senior,Business
188,20,Female,Senior,Arts
189,18,Female,Freshman,Science
190,22,Female,Sophomore,Arts
191,21,Female,Freshman,Arts
192,22,Male,Sophomore,Science
193,23,Female,Senior,Arts
194,24,Male,Junior,Arts
195,18,Female,Freshman,Arts
196,22,Male,Freshman,Engineering
197,21,Other,Sophomore,Engineering
198,23,Male,Freshman,Arts
199,21,Male,Freshman,Arts
200,22,Female,Sophomore,Science
201,24,Male,Senior,Arts
202,23,Male,Sophomore,Engineering
203,19,Male,Freshman,Science
204,23,Female,Freshman,Science
205,21,Other,Freshman,Arts
206,18,Other,Sophomore,Arts
207,18,Female,Senior,Engineering
208,18,Other,Junior,Arts
209,23,Female,Sophomore,Business
210,23,Female,Junior,Engineering
211,24,Male,Senior,Engineering
212,19,Female,Sophomore,Engineering
213,18,Other,Junior,Engineering
214,22,Female,Senior,Engineering
215,19,Male,Sophomore,Engineering
216,24,Male,Junior,Engineering
217,23,Other,Freshman,Engineering
218,23,Other,Freshman,Engineering
219,21,Other,Freshman,Science
220,19,Male,Sophomore,Science
221,18,Female,Senior,Science
222,18,Female,Senior,Arts
223,22,Male,Freshman,Science
224,21,Female,Senior,Business
225,21,Female,Sophomore,Business
226,19,Female,Sophomore,Business
227,24,Male,Junior,Arts
228,23,Female,Senior,Business
229,23,Other,Freshman,Science
230,18,Male,Freshman,Science
231,18,Male,Freshman,Engineering
232,19,Female,Senior,Arts
233,20,Other,Senior,Arts
234,18,Male,Senior,Engineering
235,24,Female,Freshman,Science
236,21,Male,Sophomore,Arts
237,24,Male,Junior,Engineering
238,23,Male,Sophomore,Engineering
239,19,Other,Freshman,Arts
240,19,Other,Sophomore,Arts
241,24,Other,Senior,Engineering
242,22,Other,Freshman,Business
243,18,Other,Sophomore,Engineering
244,23,Other,Senior,Engineering
245,18,Female,Freshman,Engineering
246,21,Other,Junior,Arts
247,20,Other,Senior,Business
248,21,Male,Junior,Arts
249,20,Male,Senior,Science
250,22,Other,Junior,Business
251,24,Other,Senior,Business
252,21,Male,Sophomore,Science
253,24,Male,Senior,Arts
254,24,Male,Junior,Business
255,23,Male,Sophomore,Arts
256,23,Male,Senior,Business
257,21,Male,Senior,Engineering
258,18,Male,Senior,Arts
259,21,Female,Sophomore,Science
260,18,Other,Junior,Engineering
261,22,Other,Senior,Engineering
262,20,Male,Junior,Arts
263,24,Other,Senior,Science
264,21,Male,Sophomore,Arts
265,23,Female,Senior,Arts
266,23,Female,Sophomore,Science
267,22,Other,Freshman,Arts
268,18,Female,Senior,Arts
269,20,Male,Junior,Science
270,21,Female,Freshman,Arts
271,21,Male,Senior,Business
272,19,Other,Sophomore,Arts
273,23,Male,Junior,Arts
274,21,Other,Junior,Business
275,24,Other,Junior,Engineering
276,22,Male,Junior,Science
277,23,Other,Freshman,Arts
278,23,Other,Junior,Engineering
279,21,Female,Junior,Business
280,21,Female,Freshman,Engineering
281,19,Male,Sophomore,Science
282,19,Male,Sophomore,Science
283,19,Other,Junior,Engineering
284,21,Female,Sophomore,Arts
285,24,Other,Freshman,Engineering
286,20,Male,Junior,Science
287,20,Male,Senior,Business
288,22,Female,Junior,Science
289,21,Other,Senior,Engineering
290,19,Female,Senior,Arts
291,20,Male,Senior,Arts
292,21,Male,Sophomore,Engineering
293,23,Female,Freshman,Business
294,23,Female,Freshman,Arts
295,23,Other,Freshman,Business
296,19,Female,Freshman,Arts
297,22,Other,Junior,Engineering
298,20,Male,Junior,Business
299,20,Female,Junior,Arts
300,18,Female,Freshman,Science
301,19,Other,Freshman,Business
302,23,Other,Freshman,Business
303,18,Other,Freshman,Business
304,22,Male,Senior,Science
305,18,Female,Sophomore,Engineering
306,21,Female,Sophomore,Engineering
307,20,Other,Junior,Science
308,23,Male,Senior,Engineering
309,24,Female,Sophomore,Business
310,23,Male,Junior,Engineering
311,24,Other,Sophomore,Arts
312,18,Other,Freshman,Engineering
313,24,Male,Junior,Business
314,18,Male,Sophomore,Arts
315,23,Male,Freshman,Arts
316,19,Male,Senior,Arts
317,19,Male,Freshman,Science
318,18,Male,Senior,Business
319,21,Other,Senior,Business
320,18,Male,Sophomore,Business
321,21,Male,Junior,Engineering
322,18,Female,Sophomore,Business
323,22,Other,Senior,Science
324,22,Other,Senior,Arts
325,18,Other,Junior,Business
326,19,Male,Junior,Arts
327,21,Male,Freshman,Business
328,22,Male,Freshman,Arts
329,21,Male,Junior,Arts
330,20,Female,Junior,Science
331,24,Male,Junior,Arts
332,23,Male,Junior,Arts
333,19,Female,Senior,Engineering
334,19,Male,Junior,Engineering
335,20,Male,Sophomore,Engineering
336,19,Female,Senior,Science
337,23,Male,Sophomore,Science
338,22,Male,Sophomore,Business
339,23,Male,Junior,Science
340,20,Other,Sophomore,Science
341,23,Male,Senior,Arts
342,23,Male,Junior,Business
343,22,Male,Freshman,Science
344,22,Other,Junior,Arts
345,23,Female,Freshman,Arts
346,23,Female,Senior,Engineering
347,20,Male,Freshman,Engineering
348,21,Female,Senior,Business
349,23,Male,Senior,Business
350,21,Other,Senior,Engineering
351,24,Female,Freshman,Arts
352,24,Other,Sophomore,Arts
353,19,Female,Senior,Science
354,24,Other,Junior,Business
355,20,Other,Junior,Business
356,22,Male,Sophomore,Business
357,21,Male,Junior,Engineering
358,21,Female,Freshman,Science
359,19,Other,Senior,Science
360,19,Female,Junior,Business
361,23,Male,Sophomore,Arts
362,24,Other,Sophomore,Arts
363,23,Male,Junior,Science
364,19,Female,Junior,Engineering
365,19,Other,Sophomore,Science
366,20,Male,Sophomore,Arts
367,18,Other,Senior,Science
368,21,Other,Senior,Arts
369,19,Female,Freshman,Arts
370,22,Male,Senior,Science
371,21,Other,Sophomore,Business
372,19,Female,Freshman,Science
373,19,Male,Junior,Science
374,20,Female,Junior,Arts
375,18,Male,Junior,Science
376,24,Other,Sophomore,Arts
377,18,Female,Freshman,Arts
378,20,Male,Senior,Engineering
379,22,Female,Junior,Arts
380,24,Other,Junior,Business
381,18,Other,Sophomore,Arts
382,22,Male,Senior,Arts
383,21,Male,Freshman,Science
384,21,Male,Freshman,Science
385,18,Other,Senior,Business
386,18,Female,Freshman,Engineering
387,21,Male,Freshman,Science
388,23,Female,Sophomore,Arts
389,21,Other,Senior,Engineering
390,24,Female,Junior,Science
391,18,Male,Senior,Arts
392,21,Male,Sophomore,Arts
393,18,Male,Freshman,Science
394,23,Other,Senior,Engineering
395,20,Other,Junior,Business
396,19,Other,Junior,Science
397,18,Female,Senior,Engineering
398,22,Male,Freshman,Arts
399,18,Other,Sophomore,Engineering
400,21,Other,Junior,Arts
401,22,Male,Senior,Science
402,22,Male,Junior,Arts
403,19,Male,Freshman,Engineering
404,18,Female,Sophomore,Arts
405,20,Female,Freshman,Engineering
406,24,Other,Freshman,Business
407,24,Female,Freshman,Arts
408,22,Other,Freshman,Business
409,22,Male,Junior,Science
410,20,Female,Freshman,Engineering
411,22,Other,Freshman,Science
412,24,Other,Sophomore,Science
413,21,Female,Senior,Arts
414,20,Other,Sophomore,Science
415,21,Male,Senior,Science
416,18,Other,Junior,Business
417,23,Male,Junior,Engineering
418,23,Female,Senior,Arts
419,23,Female,Freshman,Engineering
420,18,Other,Senior,Engineering
421,18,Female,Sophomore,Arts
422,23,Female,Sophomore,Science
423,21,Male,Sophomore,Engineering
424,22,Male,Freshman,Business
425,22,Female,Sophomore,Engineering
426,23,Female,Junior,Arts
427,20,Other,Senior,Science
428,20,Male,Senior,Science
429,22,Female,Junior,Science
430,24,Other,Freshman,Engineering
431,19,Male,Freshman,Arts
432,21,Other,Senior,Science
433,21,Female,Freshman,Science
434,21,Female,Senior,Business
435,19,Female,Freshman,Engineering
436,20,Male,Senior,Arts
437,23,Male,Sophomore,Arts
438,20,Female,Junior,Business
439,21,Other,Sophomore,Engineering
440,24,Female,Sophomore,Business
441,23,Female,Junior,Engineering
442,20,Male,Sophomore,Arts
443,21,Other,Senior,Science
444,22,Other,Senior,Arts
445,22,Male,Senior,Arts
446,20,Other,Senior,Science
447,23,Other,Freshman,Arts
448,19,Female,Senior,Science
449,24,Other,Sophomore,Engineering
450,20,Male,Freshman,Arts
451,23,Female,Sophomore,Business
452,18,Female,Freshman,Business
453,24,Male,Freshman,Engineering
454,21,Other,Sophomore,Engineering
455,18,Female,Junior,Science
456,20,Other,Senior,Engineering
457,22,Other,Junior,Business
458,21,Other,Sophomore,Science
459,20,Male,Sophomore,Business
460,19,Other,Freshman,Arts
461,20,Female,Senior,Business
462,19,Female,Sophomore,Engineering
463,22,Male,Junior,Business
464,23,Female,Senior,Science
465,19,Other,Sophomore,Business
466,24,Female,Sophomore,Science
467,24,Male,Junior,Business
468,18,Other,Junior,Engineering
469,23,Other,Junior,Science
470,18,Male,Junior,Science
471,18,Female,Sophomore,Science
472,18,Other,Sophomore,Arts
473,24,Female,Freshman,Science
474,18,Other,Senior,Arts
475,19,Male,Senior,Business
476,18,Female,Senior,Arts
477,21,Male,Junior,Science
478,24,Male,Sophomore,Engineering
479,19,Other,Sophomore,Arts
480,22,Male,Junior,Business
481,19,Female,Junior,Arts
482,20,Other,Sophomore,Business
483,22,Other,Sophomore,Science
484,18,Male,Senior,Engineering
485,18,Other,Senior,Arts
486,20,Male,Sophomore,Engineering
487,23,Other,Sophomore,Engineering
488,18,Female,Sophomore,Science
489,22,Male,Junior,Arts
490,22,Female,Junior,Arts
491,22,Female,Freshman,Business
492,19,Female,Junior,Engineering
493,24,Other,Freshman,Science
494,24,Female,Sophomore,Engineering
495,19,Female,Sophomore,Arts
496,22,Other,Senior,Science
497,19,Other,Junior,Science
498,23,Male,Junior,Arts
499,19,Other,Sophomore,Science
500,21,Other,Senior,Arts
501,23,Male,Senior,Science
502,19,Male,Sophomore,Business
503,21,Male,Senior,Engineering
504,23,Female,Sophomore,Arts
505,21,Other,Sophomore,Science
506,24,Other,Senior,Science
507,24,Male,Junior,Science
508,19,Male,Sophomore,Science
509,19,Other,Junior,Arts
510,19,Male,Freshman,Arts
511,24,Other,Sophomore,Engineering
512,18,Other,Senior,Science
513,21,Other,Senior,Business
514,18,Male,Sophomore,Science
515,22,Other,Freshman,Business
516,19,Female,Junior,Business
517,22,Other,Freshman,Science
518,23,Male,Freshman,Business
519,18,Other,Sophomore,Arts
520,21,Female,Junior,Business
521,24,Other,Sophomore,Arts
522,20,Female,Sophomore,Arts
523,19,Female,Senior,Engineering
524,22,Other,Junior,Engineering
525,22,Male,Sophomore,Engineering
526,22,Other,Senior,Science
527,18,Female,Senior,Arts
528,18,Other,Sophomore,Business
529,20,Other,Sophomore,Arts
530,23,Male,Freshman,Engineering
531,18,Female,Junior,Science
532,24,Male,Junior,Arts
533,21,Male,Senior,Engineering
534,21,Other,Junior,Engineering
535,22,Other,Sophomore,Engineering
536,24,Female,Sophomore,Engineering
537,19,Female,Junior,Arts
538,22,Female,Freshman,Engineering
539,21,Female,Junior,Science
540,21,Male,Senior,Science
541,21,Female,Senior,Business
542,22,Female,Junior,Engineering
543,20,Other,Sophomore,Engineering
544,19,Male,Sophomore,Science
545,20,Female,Sophomore,Engineering
546,20,Male,Freshman,Science
547,19,Other,Sophomore,Science
548,21,Male,Freshman,Business
549,21,Male,Junior,Arts
550,22,Female,Sophomore,Engineering
551,22,Male,Junior,Arts
552,20,Female,Sophomore,Business
553,19,Other,Senior,Arts
554,19,Female,Senior,Engineering
555,18,Other,Senior,Business
556,18,Other,Junior,Engineering
557,20,Female,Freshman,Arts
558,22,Female,Junior,Business
559,21,Male,Sophomore,Science
560,23,Female,Junior,Science
561,24,Other,Senior,Science
562,21,Male,Freshman,Arts
563,20,Female,Sophomore,Engineering
564,19,Male,Junior,Business
565,18,Male,Sophomore,Engineering
566,22,Other,Freshman,Arts
567,19,Other,Sophomore,Arts
568,22,Other,Junior,Arts
569,22,Female,Sophomore,Business
570,20,Other,Senior,Science
571,18,Male,Freshman,Arts
572,18,Other,Senior,Engineering
573,23,Male,Freshman,Arts
574,21,Other,Junior,Science
575,19,Male,Sophomore,Arts
576,23,Female,Sophomore,Business
577,23,Male,Freshman,Engineering
578,19,Male,Freshman,Business
579,23,Female,Senior,Business
580,24,Female,Junior,Business
581,18,Other,Freshman,Arts
582,24,Other,Freshman,Arts
583,22,Female,Sophomore,Science
584,21,Female,Sophomore,Arts
585,23,Female,Junior,Science
586,21,Other,Sophomore,Business
587,22,Other,Junior,Engineering
588,21,Female,Junior,Arts
589,24,Female,Sophomore,Science
590,22,Male,Freshman,Engineering
591,21,Female,Junior,Business
592,18,Other,Sophomore,Arts
593,23,Other,Freshman,Business
594,21,Female,Junior,Arts
595,21,Other,Junior,Business
596,24,Female,Junior,Science
597,19,Male,Sophomore,Engineering
598,21,Other,Freshman,Science
599,23,Other,Senior,Engineering
600,23,Female,Junior,Science
601,22,Female,Freshman,Arts
602,18,Other,Senior,Science
603,21,Female,Senior,Engineering
604,24,Other,Senior,Science
605,18,Male,Sophomore,Engineering
606,18,Male,Senior,Arts
607,21,Other,Freshman,Business
608,24,Female,Freshman,Arts
609,19,Other,Senior,Engineering
610,20,Female,Senior,Engineering
611,21,Other,Senior,Business
612,20,Male,Sophomore,Engineering
613,21,Male,Senior,Science
614,18,Male,Sophomore,Arts
615,21,Male,Sophomore,Arts
616,20,Other,Junior,Science
617,24,Male,Junior,Engineering
618,18,Female,Senior,Arts
619,21,Male,Sophomore,Business
620,24,Female,Senior,Arts
621,19,Male,Senior,Business
622,22,Female,Sophomore,Engineering
623,21,Male,Sophomore,Arts
624,19,Other,Freshman,Science
625,20,Male,Freshman,Arts
626,23,Male,Senior,Science
627,19,Other,Senior,Business
628,22,Male,Sophomore,Business
629,19,Other,Sophomore,Business
630,23,Female,Junior,Arts
631,21,Female,Freshman,Science
632,19,Other,Junior,Science
633,21,Other,Sophomore,Engineering
634,20,Other,Freshman,Engineering
635,22,Other,Senior,Business
636,23,Other,Freshman,Science
637,19,Male,Freshman,Arts
638,22,Male,Freshman,Business
639,19,Other,Senior,Science
640,24,Male,Sophomore,Business
641,22,Other,Junior,Engineering
642,19,Female,Freshman,Engineering
643,20,Other,Freshman,Business
644,23,Other,Junior,Arts
645,24,Female,Senior,Business
646,23,Other,Freshman,Science
647,20,Female,Freshman,Arts
648,21,Female,Sophomore,Arts
649,19,Female,Junior,Business
650,20,Other,Senior,Business
651,20,Female,Junior,Business
652,24,Female,Junior,Science
653,24,Other,Freshman,Arts
654,22,Female,Senior,Science
655,20,Other,Junior,Science
656,20,Other,Sophomore,Business
657,21,Other,Sophomore,Arts
658,24,Other,Senior,Arts
659,24,Male,Sophomore,Arts
660,18,Female,Freshman,Arts
661,23,Other,Senior,Engineering
662,22,Female,Junior,Arts
663,20,Female,Freshman,Business
664,18,Male,Freshman,Science
665,18,Male,Junior,Science
666,20,Male,Freshman,Business
667,21,Female,Junior,Science
668,23,Female,Sophomore,Business
669,24,Other,Sophomore,Science
670,24,Female,Freshman,Arts
671,23,Male,Sophomore,Business
672,23,Female,Senior,Science
673,24,Male,Junior,Arts
674,19,Male,Sophomore,Business
675,24,Male,Junior,Arts
676,23,Male,Sophomore,Engineering
677,21,Male,Sophomore,Engineering
678,20,Male,Sophomore,Science
679,22,Male,Senior,Science
680,19,Female,Junior,Engineering
681,19,Female,Sophomore,Arts
682,20,Other,Freshman,Science
683,20,Other,Sophomore,Engineering
684,22,Other,Freshman,Engineering
685,24,Male,Freshman,Engineering
686,23,Female,Freshman,Business
687,21,Female,Sophomore,Science
688,24,Female,Senior,Science
689,22,Other,Sophomore,Science
690,23,Male,Junior,Arts
691,20,Female,Senior,Science
692,22,Other,Junior,Science
693,24,Other,Freshman,Arts
694,23,Female,Freshman,Business
695,20,Female,Senior,Arts
696,19,Female,Sophomore,Business
697,22,Female,Freshman,Arts
698,18,Female,Junior,Arts
699,19,Other,Freshman,Science
700,18,Female,Freshman,Business
701,20,Other,Senior,Arts
702,18,Other,Sophomore,Arts
703,21,Female,Senior,Science
704,23,Female,Freshman,Science
705,20,Other,Sophomore,Science
706,18,Female,Junior,Business
707,20,Other,Senior,Arts
708,21,Female,Freshman,Engineering
709,18,Male,Senior,Business
710,18,Female,Junior,Engineering
711,19,Female,Senior,Arts
712,18,Male,Senior,Engineering
713,23,Male,Sophomore,Engineering
714,18,Female,Junior,Arts
715,20,Female,Freshman,Arts
716,21,Male,Sophomore,Science
717,22,Other,Freshman,Business
718,24,Male,Junior,Science
719,23,Female,Sophomore,Arts
720,21,Male,Freshman,Engineering
721,21,Male,Junior,Arts
722,18,Female,Junior,Arts
723,24,Male,Sophomore,Engineering
724,22,Other,Sophomore,Business
725,24,Male,Senior,Business
726,22,Male,Freshman,Engineering
727,21,Male,Freshman,Business
728,24,Male,Senior,Engineering
729,20,Other,Sophomore,Science
730,22,Female,Sophomore,Business
731,22,Female,Sophomore,Arts
732,24,Female,Freshman,Arts
733,23,Female,Junior,Engineering
734,21,Female,Sophomore,Arts
735,23,Female,Sophomore,Science
736,23,Female,Sophomore,Business
737,19,Other,Junior,Business
738,22,Male,Junior,Business
739,24,Male,Junior,Business
740,23,Female,Senior,Arts
741,23,Female,Freshman,Business
742,21,Male,Freshman,Business
743,19,Male,Junior,Business
744,21,Male,Junior,Arts
745,23,Other,Senior,Business
746,21,Female,Sophomore,Business
747,20,Female,Freshman,Arts
748,18,Female,Sophomore,Business
749,24,Other,Sophomore,Arts
750,19,Male,Sophomore,Business
751,23,Female,Freshman,Engineering
752,23,Male,Junior,Business
753,23,Female,Freshman,Business
754,24,Male,Senior,Business
755,18,Other,Junior,Science
756,19,Female,Sophomore,Business
757,24,Female,Senior,Engineering
758,23,Male,Freshman,Engineering
759,19,Female,Sophomore,Arts
760,23,Other,Junior,Arts
761,24,Male,Senior,Arts
762,22,Female,Junior,Science
763,20,Male,Sophomore,Science
764,20,Male,Sophomore,Science
765,21,Female,Sophomore,Science
766,24,Male,Junior,Engineering
767,24,Male,Junior,Science
768,24,Male,Senior,Engineering
769,18,Other,Junior,Science
770,23,Other,Senior,Science
771,23,Other,Sophomore,Science
772,21,Female,Junior,Science
773,20,Male,Freshman,Arts
774,21,Female,Freshman,Arts
775,20,Female,Senior,Engineering
776,20,Other,Sophomore,Business
777,19,Other,Freshman,Arts
778,21,Male,Senior,Arts
779,19,Female,Junior,Science
780,21,Female,Freshman,Arts
781,23,Male,Junior,Business
782,24,Other,Sophomore,Science
783,20,Other,Sophomore,Engineering
784,23,Other,Senior,Business
785,20,Other,Freshman,Business
786,22,Male,Sophomore,Business
787,19,Male,Sophomore,Engineering
788,23,Male,Senior,Engineering
789,24,Male,Senior,Business
790,18,Male,Freshman,Business
791,21,Other,Freshman,Science
792,23,Other,Senior,Science
793,18,Female,Freshman,Science
794,22,Other,Sophomore,Engineering
795,20,Female,Senior,Arts
796,19,Other,Senior,Engineering
797,18,Other,Junior,Business
798,19,Male,Junior,Engineering
799,20,Other,Junior,Business
800,19,Female,Sophomore,Science
801,24,Male,Freshman,Engineering
802,19,Male,Senior,Arts
803,23,Other,Freshman,Arts
804,21,Male,Junior,Engineering
805,24,Female,Sophomore,Business
806,18,Female,Freshman,Arts
807,22,Female,Sophomore,Business
808,19,Female,Senior,Science
809,19,Male,Freshman,Arts
810,23,Female,Junior,Engineering
811,22,Female,Sophomore,Engineering
812,24,Female,Senior,Arts
813,24,Other,Junior,Engineering
814,24,Other,Senior,Science
815,18,Male,Junior,Engineering
816,20,Female,Freshman,Science
817,21,Male,Freshman,Engineering
818,22,Other,Sophomore,Arts
819,19,Other,Junior,Business
820,24,Male,Freshman,Science
821,20,Other,Freshman,Science
822,21,Female,Freshman,Business
823,22,Other,Junior,Engineering
824,19,Female,Sophomore,Business
825,24,Other,Freshman,Business
826,18,Other,Senior,Science
827,22,Male,Senior,Business
828,24,Other,Freshman,Arts
829,19,Male,Junior,Business
830,20,Female,Freshman,Business
831,22,Male,Senior,Business
832,21,Other,Junior,Engineering
833,18,Female,Senior,Science
834,22,Male,Sophomore,Science
835,23,Male,Junior,Engineering
836,22,Male,Senior,Engineering
837,23,Male,Junior,Science
838,18,Other,Junior,Engineering
839,23,Female,Freshman,Arts
840,20,Male,Junior,Engineering
841,21,Male,Freshman,Engineering
842,19,Male,Junior,Science
843,20,Other,Senior,Arts
844,19,Other,Freshman,Science
845,24,Male,Freshman,Science
846,23,Male,Freshman,Science
847,21,Female,Junior,Science
848,20,Female,Junior,Arts
849,22,Other,Freshman,Science
850,20,Male,Freshman,Arts
851,19,Other,Junior,Business
852,22,Male,Freshman,Science
853,18,Female,Sophomore,Arts
854,20,Female,Senior,Business
855,20,Other,Junior,Arts
856,22,Other,Senior,Science
857,20,Other,Freshman,Engineering
858,22,Female,Junior,Science
859,18,Male,Junior,Arts
860,20,Male,Senior,Arts
861,24,Other,Sophomore,Science
862,19,Male,Sophomore,Arts
863,20,Male,Junior,Business
864,22,Other,Senior,Science
865,22,Female,Senior,Engineering
866,19,Other,Sophomore,Arts
867,19,Other,Sophomore,Business
868,22,Other,Freshman,Engineering
869,23,Male,Senior,Arts
870,22,Other,Sophomore,Arts
871,20,Other,Sophomore,Business
872,22,Female,Sophomore,Business
873,19,Female,Junior,Arts
874,20,Other,Freshman,Engineering
875,22,Female,Sophomore,Business
876,18,Other,Freshman,Engineering
877,19,Female,Sophomore,Business
878,23,Other,Freshman,Arts
879,18,Female,Junior,Arts
880,20,Male,Senior,Arts
881,19,Female,Senior,Business
882,20,Female,Sophomore,Engineering
883,21,Other,Senior,Engineering
884,19,Female,Junior,Business
885,20,Female,Senior,Business
886,18,Male,Sophomore,Engineering
887,20,Other,Freshman,Business
888,22,Male,Freshman,Business
889,24,Other,Junior,Business
890,22,Other,Senior,Arts
891,18,Other,Sophomore,Business
892,20,Female,Freshman,Arts
893,19,Other,Junior,Science
894,18,Male,Junior,Arts
895,20,Female,Sophomore,Arts
896,21,Other,Sophomore,Science
897,22,Other,Junior,Business
898,18,Female,Freshman,Business
899,20,Male,Senior,Science
900,21,Male,Senior,Engineering
901,22,Female,Sophomore,Business
902,21,Female,Freshman,Business
